Title,price_per_sqft
Enjoy up to 6 weeks free! Brand new resort-style community,3.425925925925926
2x2 Large Apartment ,3.026605504587156
Large 2bd/bath Heart of Mission Furnished Short Term Sublet,2.8
Last 2 bedroom Available for IMMEDIATE move in!,1.8974358974358974
SPECTACULAR WATER VIEWS AVAILABLE,3.007079646017699
SPECTACULAR WATER VIEWS AVAILABLE,3.095575221238938
Huge & Bright 1x1 Top Floor! One Month Free Rent,3.639344262295082
BRAND NEW 2 BED 2 BATH CUPERTINO SCHOOLS NEAR APPLE CUPERTINO ,2.895
SHORT LEASE Brand New NEAR APPLE POOL Cupertino Schools,3.5833333333333335
End Unit Sausalito Townhouse with Expansive Views --PRANDI,2.4205748865355523
PENDING! Updated 2 Bedroom Condo In Terra Linda --PRANDI,2.13091922005571
Close to Everything but Far From Ordinary ... Pescadero Apts.,2.6034172661870505
Amazing HUGE 3 bd,1.84375
Stylish Interiors in Prestigious Neighborhood,3.07
Awesome and Spacious 1BR/1BA at a beautiful community!!!,2.7037037037037037
"Convenient location, spacious floor plan and a beautiful views",2.7755555555555556
Delightful 3 Bedroom Home with Hardwood Flooring & Yard! --PRANDI,1.7727272727272727
"Stunning Quality First Time Rental, A Must See! --PRANDI",2.675675675675676
Beautiful One Bed / One Bath Available Now. We Pay Gas & Electricity!,3.1508875739644973
Citihomes East Town house,2.6016260162601625
"We pay for water, garbage and sewer.",2.4642857142857144
"$500.00 Off Select 2 Bedroom, 1 Bath, Ready for Move In Now, Pool, Pet",2.5609756097560976
159 Panama Street,3.1818181818181817
$1800 - 2Bedroom/2.5Bath Gated Townhouse in Convenient Location ,1.6216216216216217
A Must See! Towpath Village- Napa,1.8530559167750325
Cozy In-Law in Vallemar!,4.375
One Bedroom One Bath With Private Yard!,3.0692307692307694
Ah! this spacious 1x1 is ready for move-in now. Inquire today!,2.621359223300971
"423 34th Avenue, #3",3.6
See Whats Exciting and New At Sofi Dublin! 2x2 With Washer And Dryer,2.4239130434782608
****2BR/2B Condo for rent****,2.132680320569902
Beautiful One Bedroom Apt.! Washer&Dryer! Call Today!,3.2916666666666665
Live a Life of Luxury with Two Master Bedrooms!,1.7978260869565217
Sunny Hamilton home,1.7196531791907514
$2000 OFF!!! Relax In Our Waterfront Community!,2.7847619047619045
A Magnificent Studio Located on the Top Floor with Washer and Dryer,4.14
Condo style living @ Willow Lake!,2.7172131147540983
Large Upstairs One Bedroom Available 12/23!!,2.730769230769231
"27th floor ONE BEDROOM Downtown/Bay Views, Washer/Dryer in Unit",5.18202502844141
Exceptional 2BR/2BA Apartment!,2.1928020565552697
"Beautiful remodeled home in Old Palo Alto, immediate move in",3.3125
Large 2 Bed/1 Bath Apartment Available Now. New Doggie Park Now Open!,2.808628318584071
Like What You See?? Then Pick Up The Phone & Give Us A Call!!,2.5810526315789475
Looking to move this weekend? CALL NOW!!,2.5
"$800 move-in bonus, Close to Apple, ebay etc. W/D, spa, sauna, gym",2.306603773584906
"Beautiful home, french doors in the master suite",0.8858413639733136
Newly updated home,0.9843982169390788
Charming westside cottage,2.230769230769231
****BEAUTIFUL MEDITERRANEAN. ****,2.5870588235294116
"Pacifica duplex, Ocean Views 2 BD/2 BTH BIG garage! Great location!",2.9
1 Bedroom or Studio - Downtown,2.88
"Cahill Park 793 sq ft 1BD - walk in closet, central A/C heat, & W/D",2.862547288776797
"Large Single Story Home, garage, bkyd, hdwd, W/D ",2.1032028469750887
Newer Designer Large Home-lowered price :),1.2857142857142858
"After a Hectic Day, Come Home to Tranquility at Pescadero.",3.358008075370121
Large 1 Bedroom/1 Bath Aparment Available! Dogs Love Us!,2.662404092071611
Abundant Savings! 2 Bedroom Townhome starting at $2685!!!!,2.554709800190295
Chic Urban One Bedroom!,2.4375
Nob Hill Furnished STUDIO,6.857142857142857
3 bedroom/ 2 bath,3.960474308300395
Now leasing for immeidate and December Move Ins,2.5694444444444446
"2 Bd-2.5 Bath ""Redwood Glen"" Townhouse, Castro Valley",2.0496535796766744
Townhouse with a View,1.3869565217391304
3/2 Professionally Landscaped See Photos,0.7670454545454546
Pet Friendly Property! Large 3x2 w/ Ample Storage!,2.4782608695652173
Spacious One Bedroom Available Now !,2.4642857142857144
101 San Fernando***Great View***Balcony***San Fernando Views,3.5496750232126275
Available in our Newest of Six Villages!,2.5536193029490617
The Keys to Your New Home Are Waiting. Apply Online Today!,3.5454545454545454
Relocate to Alameda Island!,2.0
2BR close to everything.. (LEASE TAKE OVER APT. 124),4.364569961489089
"Calistoga one bedroom,garage Rare oportunity",1.625
Huge & Spacious Corner Town Home Available Now - Newly Renovated,3.6470588235294117
Gorgeous 2 Bedroom with Den!! Take a tour today!!,2.9470149253731344
"Near cafes, shops, Cal Train, Garage parking, gym, resort pool",3.2130434782608694
101 San Fernando*** 2x2 Townhome**Facing 3rd Street,2.4978753541076486
"Move In Special! Up to $1000 Off! Beautiful, Gorgeous One Bedroom Apt",4.6098901098901095
Carmelita Paradise. Start living the good life!,3.473684210526316
A brand new flat in San Francisco. ,4.923076923076923
Beautiful Tracy Home!,0.8876945885841364
Beautiful Hercules Home!,1.3660714285714286
"Large home, lots of living space!",0.9176470588235294
"Close to 101, Lease Today, Washer Dryer",3.4323076923076923
"Move-in Now! Perfect Apt for You! Bright, Spacious & Pool View!",2.586315789473684
New 3 Bed with Attached Garage on the Marina!,3.3192090395480225
" Upstairs apt w/UPGRADED kitchen, NEW carpet & paint! Onsite laundry!",3.0555555555555554
Spacious View Townhouse in Very Quiet Location - OPEN SAT 1-3,3.0789473684210527
2Br/2Bath Single Story w/attached garage WC $2400,2.0
*.*Large Beautiful Townhouse w/Fireplace Rohnert Park*.*,1.3291666666666666
Serene Living in Menlo Park....Beautiful & Spacious 2 BR ready now! ,3.1750433275563257
888 San Mateo-Walk to Burlingame Ave! New with A/C & Washer/Dryer!,3.3947119924457034
"Corner 3x2 w/ New Carpet, 2-Car Carport & Large Storage Area! ",2.4782608695652173
"Small 1BDR nr Alameda/Hedding, Upgraded Kitchen! Nice Rose Garden Area",3.0555555555555554
101 San Fernando *****Great Price for a 1x1 | M/I 10/10/2014,3.671597633136095
Single Family Home for Rent ,2.142857142857143
Lock in the rent control!,3.2961783439490446
Walking distance to Sonoma State University,1.3333333333333333
Beautiful Luxury Townhouse,2.176470588235294
"NOW AVAILABLE!!! Newly Renovated, Cozy 2 Bdrm, 1 Ba, First Floor",3.0344827586206895
Rosegarden neighborhood :: UPGRADED apt :: *On-site laundry*,3.057777777777778
Spacious View Townhouse in Very Quiet Location - OPEN SAT 1-3,3.0789473684210527
Commuters Dream... Mins From I 580 & ACE Train..30 Mins From BART!!!!,1.7716165413533835
Walking distance to Sonoma State University,1.391304347826087
"2bd/1ba, SPECIAL PRICING-TODAY!!!",1.8186695278969958
For All Lifestyles Newly Remodeled Apts,1.6151685393258426
"Be A Part Of Town Home Living Today! Spacious Floor Plan, Must see!",2.062962962962963
Large kitchen with washer dryer. ,3.5304964539007093
Just 1 mile south of the El Camino Real and Woodside Road intersection,4.021943573667712
"Walking distance to Shopping, Parks, Schools, Starbucks, Golf, etc....",3.089430894308943
Convenient Single Story Ready Now! Cats ok! No Pet Rent:),3.089430894308943
Large Jr 1x1 in Soma at Mosso Apartments Ready for move in NOW!,5.516934046345811
Beautiful Tracy Home!,0.8876945885841364
NE SANTA ROSA - 2014 QUEBEC TERRACE,1.2903225806451613
"3 Bed/2.5 Bath Townhouse for Rent - 2,500",1.840942562592047
"2bd/2ba-W/D,Fireplace, Dual Master Suite SPECIAL PRICING TODAY!",1.6088709677419355
Updated 4BR/2B Home for rent in Mid Town Palo Alto - $6000/month,2.857142857142857
Impressive Corner Unit Condo with Luxury Amenities,3.176470588235294
Stainless Steel Appliances Are Available in This 2x2 Residence!,2.3814655172413794
"Great LOCATION near Kaiser Hospital::quality, affordable living",2.3946666666666667
"Great LOCATION near Kaiser Hospital::quality, affordable living",2.3946666666666667
Comfortable Quiet Studio for Rent,6.0
★★★Top Floor Unit in an Exciting & Accessible Neighborhood,5.161290322580645
Studio,1.8333333333333333
"Contemporary Loft Living Over Looking Albert Field, and Mt. Tam!",2.9444444444444446
5485 Bodega Ave,1.3
"See This Unit Today!! Large Corner End Unit, Only Pay Electric Bill",2.745121951219512
Relax in your large one bedroom home!,3.1883561643835616
"SPACIOUS, UPGRADED STUDIO with LOTS of STORAGE SPACE",2.7083333333333335
"LOCATION, LOCATION, LOCATION! Desirable & Spacious",2.973684210526316
2-Bedroom/2-Bath Condo Available NOW! Open House This Weekend!,3.176470588235294
Walk to Caltrain,3.386426592797784
"well maintained, small, quiet, friendly apartment community",2.975438596491228
Serene and friendly Cambrian Park neighborhood::spacious apt,2.973684210526316
NEW! Kitchen & bath NEW! Flooring & light fixtures::Cats Welcome!!,2.7351598173515983
Majestic Victorian Liberty Hill,4.0
"7629 Wells Ave #C, Newark, Avail. 12/27/14",1.9285714285714286
Make Us Your New Residence! - What Are You Waiting For?,1.6151685393258426
"Large, sunny 4 bedroom house in Peacock Greens",1.6129032258064515
LAST DAY FOR FIRST MONTH FREE!! Come check out our renovated units!,2.3322932917316694
"Apply Today! Affordable 1 Bedroom Top Floor Unit, Only Pay PG&E!",3.212307692307692
"2 Bed 1 Bath, W/D in unit, Central AC!",2.93048128342246
"Unique & spacious :: Downtown Apt, Nr Transportation/Everything!",2.6
VIEW 2 BED 2 BATH CONDO! 1 CAR PARKING! PATIO! DAWN CUSULOS *by AMSI,3.923278116826504
"1705 164th Avenue, San Leandro, Avail. 1/10/15",1.588235294117647
"708 Chavel Court, Fremont, Avail.NOW Ext.43",1.231578947368421
"465 Nassau Lane, Hayward, Avail. 12/13",1.8584070796460177
Limited Inventory - Be The First To Move Into Our Brand New Apartments,5.042016806722689
Downtown SJ! :: Elegant-Large-Modernized :: Near Everything!,2.6013333333333333
Modern Dwntwn Apt :: Elegant &Affordable :: near transportation!,2.6
Urban Lux Vibe apt :: Stunning spacious living :: Garage Parking!,3.0
Great price on a 3 bedroom!,3.1337630942788075
Corner studio/bay windows/walk in closet/available now,4.198333333333333
"40884 Blacow Road, Fremont, Avail. NOW",1.7994858611825193
Two Weeks Free Rent! Move In By Next Friday! ,1.8478260869565217
All your needs in the heart of Petaluma!,1.7616731517509727
OPEN HOUSE SATURDAY 11/15 1-3PM NEWLY REMODELED 2 BEDROOM DUPLEX ,2.9954545454545456
"Walk to park, school and water's edge!",3.449438202247191
Cozy One Bedroom with Gorgeous Water View Available!,3.963235294117647
Quiet & private::Modern style apt::LUX features:: Parking included!,2.5505857294994674
RENOVATED 1116 SQ FT COMING SOON!!!!,2.5582437275985663
"Lafayette - 2BR/2BA - large, sunny, walk to BART",1.5833333333333333
WOW...Affordable Luxury Living...One & Two Bedrooms Available Now!! ,1.937669376693767
3BED 2BATH HOUSE IN CLEARLAKE,0.8275862068965517
"Lakeport, 2 Bed, 1.5 Ba, Huge Apt, (1000SF) Walk to town and lake",0.85
Spacious remodeled home,2.5312183597705027
"Fitness, Pools, Spa, Sauna, Private bike lockers, Spacious floor plans",3.0797872340425534
MOVE IN SPECIAL for a Beautiful 2Bd 1Bth,2.6923076923076925
Newly remodeled! Comfortable living::storage & parking,2.7340182648401825
Bright and spacious*Townhome*Washer/dryer**Lux Urban Vibe!,2.455737704918033
Completely Remodeled Martinez Home For Rent,1.4676470588235293
updated Antioch house at very convenient location,1.0187224669603525
PHENOMENAL 5BDRM NAPA ESTATE AMIDST 13 ACRES OF VINEYARD PROPERTY ,1.4285714285714286
Large 2 bed 2 bath condo with large balcony,2.0036764705882355
Exlarge 1 Bedroom/ /CLOSE TO DOWNTOWN,2.5625
Mtn. View Condo for Lease,2.9069767441860463
SPECIALS!! NO APP FEE PLUS $500 OFF MOVE IN near Downtown Morgan Hill,2.533523537803138
2x2.5 ready for immediate move-in with amazing Specials Available! Cal,2.462825278810409
2BR CONDO IN THE HAIGHT - OPEN HOUSE SUN 11/16 11AM-12PM ,5.0
637 Powell St. #202 | Open Sun 11/16 12:30-1:30p,2.830188679245283
"Come take a look, See if this is what you want!",2.5298988040478383
"High ceilings! 1 bed/1bath, third floor, garage,patio,washer/dryer",2.7551867219917012
REMODELED 4BDRM + BONUS RM 3BA AMERICAN CANYON HOME WITH LARGE YARD ,1.1
LIGHT & BRIGHT 3BEDROOM REMODELED NORTH NAPA HOME,1.3
Downtown New FLOORING/ NEW APPLIANCES/ POOL / LARGE PRIVATE BALCONY ,3.0067567567567566
Mountain View Townhouse 3 BR / 2.5 BA,2.4705882352941178
A Must See! Fantastic Location! Beautiful Two Bedroom Apt Home!,2.4805771365149836
"Bike Lockers, Seven Pools, & More at This One-Bedroom Apt!",3.0949367088607596
Sunny Top Floor Loft With 1 1/2 Baths. Natoma @ 11th. ,4.685714285714286
Sunny Bright /Near Glen Park Bart/ $2635,2.9277777777777776
Pleasanton Townhouse,1.9545454545454546
"Beautiful 2x2, Extra Closet, Hardwood Floor, Washer&Dryer, READY NOW!!",1.9083333333333334
Upgraded 1 bedroom in Fremont! Get $500 move in bonus!,2.7615384615384615
4 Bedroom / 2 Bath in Vacaville ,1.2012987012987013
Redwood Park Apartment Homes,1.7131696428571428
1 bedroom (could be 2) - Extremely large apt across the creek from Palo Alto but,2.03125
"Exceptional, newer, stunning executive housing - amazing",2.985074626865672
Extremely large 1 bedroom (or could be 2 bedroom) apt across the creek from Palo,2.03125
Platinum Location! Excellent School! Pergo Floor,2.7609756097560973
Enjoy the Fall Weather in your newly Bright & Airy Apartment!,2.57847533632287
Best Rate for a 2 Bedroom Ground Floor for Immediate Move-In,2.1849865951742626
LIVE at TIBURON -Everyday is a STAYCATION !,2.9525862068965516
TWO BEDROOM TWO BATH PLUS YARD,3.060344827586207
Spacious & Beautiful Two-Story 5 Bed/ 3 Bath Home in Richmond ,0.9484066767830045
"Sophistication & Comfort, Great Amenities, Neighborhood You Want!",1.995
Come Home to the Redwoods,1.7131696428571428
Super Spacious 2br/2ba in Sunny Terra Linda,2.081218274111675
"Fresh air, Nature, View, , Balcony, Bright & Spacious, 2bd/1bth",3.2600502512562812
"SPACIOUS HOME! NEW APPLIANCES, Central A/C! Park-like View!",2.671818181818182
"Love Where You Live! Luxurious 2br2ba with Stainless Steel, W/D & AC!",2.908421052631579
San Jose remodeled house all appliances included w/d security system ,2.3636363636363638
Great bay views,3.885480572597137
Waterfront Open Floorplan in Discovery Bay!,1.16227089852481
CLOSE TO BEACH ! BART ! FERRY ! SHOPPING,2.413793103448276
Traditional Novato Home with Mediterranean Accents,1.5687250996015936
Beautiful 4 Bed & 2.5 Bath Home Ready Now!,1.9082125603864735
"AMAZING WIDE WATER VIEWS | Resort Living | Private Dock | Pool, Spa",2.954301075268817
Charming Home in Historic Saratoga Village and Schools,1.8800358102059087
Great Unit - 2Br 2Ba - First Floor -Call Now !! ,2.721590909090909
"When expectation meets reality , Park Kiely ",3.952808988764045
"STUDIO, Tour, Friday, Nov. 14, 4:00 pm ",5.140186915887851
SPRAWLING 5 BED 2.5 BATH COMING SOON IN BRENTWOOD!!,0.7614986293024673
Country Club Living in Beautiful Discovery Bay!!,1.0015060240963856
Spacious Sausalito Duplex with Bay Views!,2.6333333333333333
Stunning Views From This Updated Sausalito Home,3.6458333333333335
DOWNTOWN ALL NEW FLOORING/ ALL NEW APPLIANCES/ GRANITE ,3.0067567567567566
"This 2x1 Home Is near Facebook, Google, & Other Area Employers",3.620879120879121
All New Gourmet Kithchen/ Granite/ Palm Trees/ Pool/ Huge Balcony ,3.0067567567567566
Don't be left behind & reserve What's In Style for January Move In!,2.782863849765258
2BR*LUXURY APARTMENTS*Beautiful Empire**AVAILABLE NOW!!!!!,2.263207547169811
Beautiful corner apartments with amazing city view!,3.6249045072574484
GREAT ONE STORY 3 BED 2 BATH HOME NOW AVAILABLE IN OAKLEY,1.3644140290846878
A Unique Two Bedroom Layout! Very Open and Inviting!,1.7602905569007263
3/2 newer home!ready now!,1.2
Walking Distance to Gourmet Dining & Fine Shops,1.8990228013029316
Fantastic 1 Bedroom awaits you in Beautiful Menlo Park!,3.4975308641975307
"Large Two Bedroom! Walk-in Closet, Washer & Dryer! Great Special Too! ",2.575354609929078
"☑☎1 month free on this brand new, never lived in apartment☎ ",2.64272030651341
Love Where You Live! Downstairs Studio On SPECIAL!!! !,3.388888888888889
Hurry in today,2.3438556933483654
Fantastic home in desirable Vineyard Terrace,1.7831031681559708
One Month Free! Two Bedroom! Great Location!,3.0714285714285716
Must go - Private Mt. Tam view condo ready to move in !,2.7777777777777777
Dominican Home w/ Hot Tub!,2.6666666666666665
Pleasanton Home for Rent,1.5248796147672552
Homestead Valley & Almonte Area of Mill Valley Home! --PRANDI,2.886977886977887
Quaint Sausalito 2 Bedroom Cottage Available! --PRANDI,3.089598352214212
Beautiful Condo with Panoramic Bay Views from Hills to East Bay!,2.693877551020408
Fabulous Top Floor 1x1 in Historic Downtown!,2.522421524663677
Classic 1br x 1Bath w/ large patio and great location!,1.4714285714285715
Recently renovated One Bedroom Apartment,1.910569105691057
